map,csv,episodes,mean_reward,mean_coverage,mean_entropy
scattered_soft_seed123,./scenario_results\scattered_soft_seed123\qlearning\2025-12-06-17-18-55\transition_eval.csv,1,2271.064151023441,0.545,4.911319146649539
