map,csv,episodes,mean_reward,mean_coverage,mean_entropy
mixed_obstacles_seed42,./scenario_results\mixed_obstacles_seed42\qlearning\2025-12-06-22-26-23\transition_eval.csv,1,2507.931271749445,0.6925133689839572,5.057118899592177
