map,csv,episodes,mean_reward,mean_coverage,mean_entropy
four_rooms,./scenario_results\four_rooms\qlearning\2025-12-06-16-56-30\transition_eval.csv,1,2475.926590636675,0.7781569965870307,5.0801343336500855
