map,csv,episodes,mean_reward,mean_coverage,mean_entropy
four_rooms,./scenario_results\four_rooms\sarsa\2025-12-06-16-42-47\transition_eval.csv,1,1783.4284959886168,0.6075085324232082,4.738078897374876
